#RfamID	RfamAlias	EMBLAccession	ExpressionRank
RF01118 	 PK-G12rRNA 	 AE017225 	 21
RF01365 	 CRISPR-DR52 	 AE017225 	 5613
RF00005 	 tRNA 	 AE017225 	 5614
RF00005 	 tRNA 	 AE017225 	 5615
RF00005 	 tRNA 	 AE017225 	 5616
RF00005 	 tRNA 	 AE017225 	 5617
RF00005 	 tRNA 	 AE017225 	 5618
RF00238 	 ctRNA_pND324 	 AE017225 	 5619
RF00238 	 ctRNA_pND324 	 AE017225 	 5620
RF00005 	 tRNA 	 AE017225 	 5621
RF00238 	 ctRNA_pND324 	 AE017225 	 5622
RF00005 	 tRNA 	 AE017225 	 5623
RF00005 	 tRNA 	 AE017225 	 5624
RF00005 	 tRNA 	 AE017225 	 5625
RF00080 	 yybP-ykoY 	 AE017225 	 5626
RF00005 	 tRNA 	 AE017225 	 5977
RF01410 	 BsrC 	 AE017225 	 5978
RF00005 	 tRNA 	 AE017225 	 5979
RF00005 	 tRNA 	 AE017225 	 5980
RF00005 	 tRNA 	 AE017225 	 5981
RF00162 	 SAM 	 AE017225 	 5982
RF01362 	 CRISPR-DR49 	 AE017225 	 5983
RF00005 	 tRNA 	 AE017225 	 5984
RF01470 	 rli38 	 AE017225 	 5985
RF00005 	 tRNA 	 AE017225 	 5986
RF00005 	 tRNA 	 AE017225 	 5987
RF00005 	 tRNA 	 AE017225 	 5988
RF00005 	 tRNA 	 AE017225 	 5989
RF00005 	 tRNA 	 AE017225 	 5990
RF00005 	 tRNA 	 AE017225 	 5991
RF00522 	 PreQ1 	 AE017225 	 6417
RF00632 	 sxy 	 AE017225 	 6418
RF01527 	 CC3510 	 AE017225 	 6419
RF00238 	 ctRNA_pND324 	 AE017225 	 6420
RF00238 	 ctRNA_pND324 	 AE017225 	 6421
RF00230 	 T-box 	 AE017225 	 6422
RF00005 	 tRNA 	 AE017225 	 6423
RF00005 	 tRNA 	 AE017225 	 6424
RF00005 	 tRNA 	 AE017225 	 6425
RF00005 	 tRNA 	 AE017225 	 6426
RF00059 	 TPP 	 AE017225 	 6427
RF00238 	 ctRNA_pND324 	 AE017225 	 6729
RF01363 	 CRISPR-DR50 	 AE017225 	 6730
RF00238 	 ctRNA_pND324 	 AE017225 	 6731
RF00005 	 tRNA 	 AE017225 	 6732
RF01470 	 rli38 	 AE017225 	 6733
RF01734 	 crcB 	 AE017225 	 6734
RF00005 	 tRNA 	 AE017225 	 6735
RF00242 	 ctRNA_pT181 	 AE017225 	 6736
RF00515 	 PyrR 	 AE017225 	 6737
RF00515 	 PyrR 	 AE017225 	 6738
RF00002 	 5_8S_rRNA 	 AE017194 	 1
RF00002 	 5_8S_rRNA 	 AE017194 	 2
RF00002 	 5_8S_rRNA 	 AE017194 	 3
RF00002 	 5_8S_rRNA 	 AE017194 	 4
RF00002 	 5_8S_rRNA 	 AE017194 	 5
RF00002 	 5_8S_rRNA 	 AE017194 	 6
RF00002 	 5_8S_rRNA 	 AE017194 	 7
RF00002 	 5_8S_rRNA 	 AE017194 	 8
RF00002 	 5_8S_rRNA 	 AE017194 	 9
RF00002 	 5_8S_rRNA 	 AE017194 	 10
RF00011 	 RNaseP_bact_b 	 AE017194 	 11
RF00010 	 RNaseP_bact_a 	 AE017194 	 12
RF00177 	 SSU_rRNA_bacteria 	 AE017194 	 14
RF00177 	 SSU_rRNA_bacteria 	 AE017194 	 17
RF00177 	 SSU_rRNA_bacteria 	 AE017194 	 18
RF00177 	 SSU_rRNA_bacteria 	 AE017194 	 19
RF00177 	 SSU_rRNA_bacteria 	 AE017194 	 20
RF00177 	 SSU_rRNA_bacteria 	 AE017194 	 21
RF00177 	 SSU_rRNA_bacteria 	 AE017194 	 23
RF00177 	 SSU_rRNA_bacteria 	 AE017194 	 24
RF00177 	 SSU_rRNA_bacteria 	 AE017194 	 25
RF00177 	 SSU_rRNA_bacteria 	 AE017194 	 26
RF00177 	 SSU_rRNA_bacteria 	 AE017194 	 27
RF00177 	 SSU_rRNA_bacteria 	 AE017194 	 29
RF00023 	 tmRNA 	 AE017194 	 31
RF00002 	 5_8S_rRNA 	 AE017194 	 56
RF00001 	 5S_rRNA 	 AE017194 	 67
RF00001 	 5S_rRNA 	 AE017194 	 75
RF00001 	 5S_rRNA 	 AE017194 	 76
RF00001 	 5S_rRNA 	 AE017194 	 78
RF00001 	 5S_rRNA 	 AE017194 	 79
RF00001 	 5S_rRNA 	 AE017194 	 80
RF00001 	 5S_rRNA 	 AE017194 	 81
RF00001 	 5S_rRNA 	 AE017194 	 82
RF00169 	 Bacteria_small_SRP 	 AE017194 	 83
RF00001 	 5S_rRNA 	 AE017194 	 86
RF00001 	 5S_rRNA 	 AE017194 	 89
RF00001 	 5S_rRNA 	 AE017194 	 91
RF00001 	 5S_rRNA 	 AE017194 	 92
RF01118 	 PK-G12rRNA 	 AE017194 	 96
RF01766 	 cspA 	 AE017194 	 97
RF00013 	 6S 	 AE017194 	 98
RF00559 	 L21_leader 	 AE017194 	 108
RF01118 	 PK-G12rRNA 	 AE017194 	 109
RF01118 	 PK-G12rRNA 	 AE017194 	 110
RF01118 	 PK-G12rRNA 	 AE017194 	 111
RF01118 	 PK-G12rRNA 	 AE017194 	 113
RF01118 	 PK-G12rRNA 	 AE017194 	 114
RF01118 	 PK-G12rRNA 	 AE017194 	 116
RF01118 	 PK-G12rRNA 	 AE017194 	 117
RF01118 	 PK-G12rRNA 	 AE017194 	 118
RF01118 	 PK-G12rRNA 	 AE017194 	 119
RF01118 	 PK-G12rRNA 	 AE017194 	 120
RF01854 	 Bacteria_large_SRP 	 AE017194 	 121
RF01118 	 PK-G12rRNA 	 AE017194 	 122
RF00013 	 6S 	 AE017194 	 137
RF00558 	 L20_leader 	 AE017194 	 149
RF01766 	 cspA 	 AE017194 	 158
RF00230 	 T-box 	 AE017194 	 163
RF00555 	 L13_leader 	 AE017194 	 170
RF00557 	 L10_leader 	 AE017194 	 172
RF01051 	 c-di-GMP-I 	 AE017194 	 223
RF01820 	 RsaE 	 AE017194 	 231
RF00556 	 L19_leader 	 AE017194 	 256
RF00230 	 T-box 	 AE017194 	 261
RF00162 	 SAM 	 AE017194 	 278
RF00230 	 T-box 	 AE017194 	 296
RF00504 	 Glycine 	 AE017194 	 323
RF00005 	 tRNA 	 AE017194 	 326
RF01766 	 cspA 	 AE017194 	 333
RF00005 	 tRNA 	 AE017194 	 336
RF00230 	 T-box 	 AE017194 	 344
RF00005 	 tRNA 	 AE017194 	 346
RF00005 	 tRNA 	 AE017194 	 375
RF00005 	 tRNA 	 AE017194 	 381
RF00005 	 tRNA 	 AE017194 	 386
RF00005 	 tRNA 	 AE017194 	 398
RF00005 	 tRNA 	 AE017194 	 403
RF01730 	 Termite-leu 	 AE017194 	 419
RF00005 	 tRNA 	 AE017194 	 477
RF01411 	 BsrF 	 AE017194 	 499
RF00005 	 tRNA 	 AE017194 	 523
RF00005 	 tRNA 	 AE017194 	 524
RF00005 	 tRNA 	 AE017194 	 525
RF00050 	 FMN 	 AE017194 	 569
RF00005 	 tRNA 	 AE017194 	 570
RF00005 	 tRNA 	 AE017194 	 571
RF00005 	 tRNA 	 AE017194 	 607
RF00005 	 tRNA 	 AE017194 	 608
RF00230 	 T-box 	 AE017194 	 609
RF00230 	 T-box 	 AE017194 	 610
RF00005 	 tRNA 	 AE017194 	 611
RF00242 	 ctRNA_pT181 	 AE017194 	 612
RF00005 	 tRNA 	 AE017194 	 627
RF00005 	 tRNA 	 AE017194 	 628
RF00005 	 tRNA 	 AE017194 	 646
RF00005 	 tRNA 	 AE017194 	 647
RF00379 	 ydaO-yuaA 	 AE017194 	 678
RF00005 	 tRNA 	 AE017194 	 679
RF00005 	 tRNA 	 AE017194 	 680
RF00005 	 tRNA 	 AE017194 	 717
RF00230 	 T-box 	 AE017194 	 718
RF00005 	 tRNA 	 AE017194 	 719
RF00005 	 tRNA 	 AE017194 	 720
RF00005 	 tRNA 	 AE017194 	 762
RF00005 	 tRNA 	 AE017194 	 763
RF02004 	 group-II-D1D4-5 	 AE017194 	 764
RF00005 	 tRNA 	 AE017194 	 765
RF00162 	 SAM 	 AE017194 	 800
RF00005 	 tRNA 	 AE017194 	 801
RF00167 	 Purine 	 AE017194 	 802
RF00380 	 ykoK 	 AE017194 	 803
RF02004 	 group-II-D1D4-5 	 AE017194 	 865
RF00230 	 T-box 	 AE017194 	 866
RF00005 	 tRNA 	 AE017194 	 867
RF00005 	 tRNA 	 AE017194 	 868
RF00005 	 tRNA 	 AE017194 	 921
RF00005 	 tRNA 	 AE017194 	 922
RF00005 	 tRNA 	 AE017194 	 923
RF00005 	 tRNA 	 AE017194 	 924
RF01764 	 yjdF 	 AE017194 	 984
RF00230 	 T-box 	 AE017194 	 985
RF00005 	 tRNA 	 AE017194 	 986
RF00230 	 T-box 	 AE017194 	 1064
RF01343 	 CRISPR-DR33 	 AE017194 	 1065
RF00230 	 T-box 	 AE017194 	 1150
RF01766 	 cspA 	 AE017194 	 1151
RF00029 	 Intron_gpII 	 AE017194 	 1152
RF00230 	 T-box 	 AE017194 	 1153
RF00005 	 tRNA 	 AE017194 	 1154
RF00005 	 tRNA 	 AE017194 	 1155
RF00234 	 glmS 	 AE017194 	 1274
RF00230 	 T-box 	 AE017194 	 1275
RF00005 	 tRNA 	 AE017194 	 1276
RF00005 	 tRNA 	 AE017194 	 1277
RF00230 	 T-box 	 AE017194 	 1278
RF00005 	 tRNA 	 AE017194 	 1279
RF00005 	 tRNA 	 AE017194 	 1280
RF00230 	 T-box 	 AE017194 	 1281
RF00005 	 tRNA 	 AE017194 	 1282
RF00005 	 tRNA 	 AE017194 	 1283
RF00005 	 tRNA 	 AE017194 	 1284
RF00005 	 tRNA 	 AE017194 	 1285
RF00168 	 Lysine 	 AE017194 	 1286
RF00162 	 SAM 	 AE017194 	 1428
RF00005 	 tRNA 	 AE017194 	 1429
RF00029 	 Intron_gpII 	 AE017194 	 1430
RF00230 	 T-box 	 AE017194 	 1431
RF00005 	 tRNA 	 AE017194 	 1432
RF00005 	 tRNA 	 AE017194 	 1433
RF00005 	 tRNA 	 AE017194 	 1434
RF00005 	 tRNA 	 AE017194 	 1435
RF00230 	 T-box 	 AE017194 	 1436
RF00059 	 TPP 	 AE017194 	 1437
RF00005 	 tRNA 	 AE017194 	 1438
RF00005 	 tRNA 	 AE017194 	 1439
RF00005 	 tRNA 	 AE017194 	 1440
RF00005 	 tRNA 	 AE017194 	 1441
RF00005 	 tRNA 	 AE017194 	 1442
RF00388 	 Anti-Q_RNA 	 AE017194 	 1443
RF01410 	 BsrC 	 AE017194 	 1657
RF00380 	 ykoK 	 AE017194 	 1658
RF00230 	 T-box 	 AE017194 	 1659
RF00230 	 T-box 	 AE017194 	 1660
RF00005 	 tRNA 	 AE017194 	 1661
RF00005 	 tRNA 	 AE017194 	 1662
RF00005 	 tRNA 	 AE017194 	 1663
RF00005 	 tRNA 	 AE017194 	 1664
RF00230 	 T-box 	 AE017194 	 1665
RF00230 	 T-box 	 AE017194 	 1666
RF00167 	 Purine 	 AE017194 	 1667
RF00174 	 Cobalamin 	 AE017194 	 1668
RF00238 	 ctRNA_pND324 	 AE017194 	 1669
RF00230 	 T-box 	 AE017194 	 1670
RF00005 	 tRNA 	 AE017194 	 1671
RF00005 	 tRNA 	 AE017194 	 1672
RF00107 	 FinP 	 AE017194 	 1673
RF00005 	 tRNA 	 AE017194 	 1674
RF00005 	 tRNA 	 AE017194 	 1675
RF00005 	 tRNA 	 AE017194 	 1676
RF00005 	 tRNA 	 AE017194 	 1677
RF00005 	 tRNA 	 AE017194 	 1678
RF00379 	 ydaO-yuaA 	 AE017194 	 1679
RF01766 	 cspA 	 AE017194 	 2225
RF00230 	 T-box 	 AE017194 	 2226
RF00230 	 T-box 	 AE017194 	 2227
RF00080 	 yybP-ykoY 	 AE017194 	 2228
RF00522 	 PreQ1 	 AE017194 	 2229
RF00238 	 ctRNA_pND324 	 AE017194 	 2230
RF00005 	 tRNA 	 AE017194 	 2231
RF00005 	 tRNA 	 AE017194 	 2232
RF00168 	 Lysine 	 AE017194 	 2233
RF01725 	 SAM-I-IV-variant 	 AE017194 	 2234
RF00162 	 SAM 	 AE017194 	 2235
RF00230 	 T-box 	 AE017194 	 2236
RF00230 	 T-box 	 AE017194 	 2237
RF00230 	 T-box 	 AE017194 	 2238
RF00005 	 tRNA 	 AE017194 	 2239
RF00005 	 tRNA 	 AE017194 	 2240
RF00167 	 Purine 	 AE017194 	 2241
RF00029 	 Intron_gpII 	 AE017194 	 2242
RF00515 	 PyrR 	 AE017194 	 2243
RF00230 	 T-box 	 AE017194 	 2244
RF00005 	 tRNA 	 AE017194 	 2245
RF00005 	 tRNA 	 AE017194 	 2246
RF00005 	 tRNA 	 AE017194 	 2247
RF00005 	 tRNA 	 AE017194 	 2248
RF00005 	 tRNA 	 AE017194 	 2249
RF00238 	 ctRNA_pND324 	 AE017194 	 2250
RF00238 	 ctRNA_pND324 	 AE017194 	 2251
RF01734 	 crcB 	 AE017194 	 2252
RF00059 	 TPP 	 AE017194 	 2253
RF01735 	 epsC 	 AE017194 	 2254
RF00005 	 tRNA 	 AE017194 	 2255
RF00005 	 tRNA 	 AE017194 	 2256
RF00005 	 tRNA 	 AE017194 	 2257
RF00005 	 tRNA 	 AE017194 	 2258
RF00005 	 tRNA 	 AE017194 	 2259
RF00005 	 tRNA 	 AE017194 	 2260
RF00059 	 TPP 	 AE017194 	 2261
RF00238 	 ctRNA_pND324 	 AE017194 	 2262
RF01764 	 yjdF 	 AE017194 	 6598
RF00005 	 tRNA 	 AE017194 	 6599
RF00238 	 ctRNA_pND324 	 AE017194 	 6600
RF00005 	 tRNA 	 AE017194 	 6601
RF00028 	 Intron_gpI 	 AE017194 	 6602
RF01730 	 Termite-leu 	 AE017194 	 6603
RF00230 	 T-box 	 AE017194 	 6604
RF00005 	 tRNA 	 AE017194 	 6605
RF00005 	 tRNA 	 AE017194 	 6606
RF00005 	 tRNA 	 AE017194 	 6607
RF00230 	 T-box 	 AE017194 	 6608
RF00162 	 SAM 	 AE017194 	 6609
RF00238 	 ctRNA_pND324 	 AE017194 	 6610
RF00050 	 FMN 	 AE017194 	 6611
RF01749 	 pan 	 AE017194 	 6612
RF00167 	 Purine 	 AE017194 	 6613
RF00522 	 PreQ1 	 AE017194 	 6614
RF00238 	 ctRNA_pND324 	 AE017194 	 6615
RF00168 	 Lysine 	 AE017194 	 6616
RF00230 	 T-box 	 AE017194 	 6617
RF00515 	 PyrR 	 AE017194 	 6618
RF00230 	 T-box 	 AE017194 	 6619
RF00230 	 T-box 	 AE017194 	 6620
RF00230 	 T-box 	 AE017194 	 6621
RF00230 	 T-box 	 AE017194 	 6622
RF00162 	 SAM 	 AE017194 	 6623
RF00238 	 ctRNA_pND324 	 AE017194 	 6624
RF00162 	 SAM 	 AE017194 	 6625
RF00230 	 T-box 	 AE017194 	 6626
RF00230 	 T-box 	 AE017194 	 6627
RF00230 	 T-box 	 AE017194 	 6628
RF00230 	 T-box 	 AE017194 	 6629
RF00506 	 Thr_leader 	 AE017194 	 6630
RF00506 	 Thr_leader 	 AE017194 	 6631
RF00238 	 ctRNA_pND324 	 AE017194 	 6632
RF00059 	 TPP 	 AE017194 	 6633
