#RUF_ID	Strand	EMBLAccession	ExpressionRank
RUF_131439_131497 	 + 	 AE017225 	 17
RUF_467732_468307 	 + 	 CP001504 	 810
RUF_369898_370574 	 + 	 CP001504 	 881
RUF_3280454_3280715 	 + 	 CP001503 	 955
RUF_1895830_1895884 	 + 	 CP001504 	 1148
RUF_2629408_2629496 	 + 	 CP001504 	 1341
RUF_774577_774697 	 + 	 CP001504 	 1526
RUF_998080_998152 	 + 	 CP001504 	 1546
RUF_1753843_1753963 	 + 	 CP001504 	 1662
RUF_2017023_2017068 	 + 	 CP001504 	 1710
RUF_2339874_2340041 	 + 	 CP001504 	 1811
RUF_2406215_2406316 	 + 	 CP001504 	 1827
RUF_996580_996630 	 + 	 CP001504 	 1828
RUF_1051788_1051941 	 + 	 CP001503 	 1924
RUF_148426_148625 	 + 	 CP001504 	 1964
RUF_1603093_1603195 	 + 	 CP001504 	 1984
RUF_2009976_2010101 	 + 	 CP001504 	 2013
RUF_318917_319053 	 + 	 CP001504 	 2151
RUF_2298701_2298841 	 + 	 CP001504 	 2504
RUF_2664324_2664499 	 + 	 CP001504 	 2579
RUF_916635_918027 	 + 	 CP001504 	 2665
RUF_933226_933432 	 + 	 CP001504 	 2666
RUF_740002_740456 	 + 	 CP001504 	 2789
RUF_2431524_2431739 	 + 	 CP001504 	 3037
RUF_2695974_2696077 	 + 	 CP001504 	 3191
RUF_2094092_2094161 	 + 	 CP001504 	 3265
RUF_372106_372172 	 + 	 CP001504 	 3329
RUF_1441391_1441498 	 + 	 CP001504 	 3454
RUF_469839_469905 	 + 	 CP001504 	 3520
RUF_2322479_2322782 	 + 	 CP001504 	 5090
RUF_2904716_2905066 	 + 	 CP001503 	 6449
RUF_1043543_1043775 	 + 	 CP001504 	 7406
RUF_3787610_3788183 	 + 	 CP001503 	 10482
RUF_2685115_2685263 	 + 	 CP001504 	 10742
RUF_948458_948694 	 + 	 CP001503 	 11291
RUF_3280914_3281100 	 + 	 CP001503 	 11786
RUF_279914_280195 	 + 	 CP001503 	 12923
RUF_2430056_2430233 	 + 	 CP001504 	 14625
RUF_1005276_1005392 	 + 	 AE001363 	 12
RUF_668156_668405 	 + 	 AE001363 	 25
RUF_1002113_1002414 	 + 	 AE001363 	 29
RUF_642859_643027 	 + 	 AE001363 	 30
RUF_710138_710483 	 + 	 AE001363 	 45
RUF_461496_461553 	 + 	 AE001363 	 51
RUF_643304_643448 	 + 	 AE001363 	 52
RUF_841901_841974 	 + 	 AE001363 	 53
RUF_1243354_1243427 	 + 	 FN543502 	 119
RUF_4407566_4407728 	 + 	 FN543502 	 137
RUF_3963051_3963133 	 - 	 FN543502 	 170
RUF_1434701_1434823 	 + 	 FN543502 	 185
RUF_3967233_3967350 	 - 	 FN543502 	 187
RUF_1131389_1131521 	 - 	 FN543502 	 188
RUF_3885865_3885968 	 - 	 FN543502 	 192
RUF_4757060_4757183 	 + 	 FN543502 	 206
RUF_4016773_4016890 	 - 	 FN543502 	 261
RUF_3967506_3967621 	 - 	 FN543502 	 338
RUF_1247226_1247510 	 + 	 FN543502 	 339
RUF_1920141_1920401 	 + 	 FN543502 	 535
RUF_27006_27106 	 - 	 FN543502 	 1254
RUF_3638471_3638883 	 + 	 CP000721 	 287
RUF_522147_522347 	 + 	 CP000721 	 307
RUF_5860231_5860342 	 - 	 CP000721 	 331
RUF_240228_240524 	 + 	 CP000721 	 374
RUF_1572619_1572868 	 + 	 CP000721 	 397
RUF_1832725_1833036 	 - 	 CP000721 	 402
RUF_615533_615620 	 + 	 CP000721 	 488
RUF_3106872_3107090 	 + 	 CP000721 	 680
RUF_191954_192115 	 + 	 CP000721 	 887
RUF_351928_352201 	 + 	 CP000721 	 908
RUF_2511924_2512215 	 + 	 CP000721 	 1006
RUF_4504675_4504906 	 - 	 CP000721 	 1038
RUF_684026_684143 	 - 	 CP000721 	 1137
RUF_3134597_3134747 	 - 	 CP000721 	 1155
RUF_791430_791718 	 + 	 CP000721 	 1166
RUF_1713744_1714065 	 + 	 CP000721 	 1511
RUF_5300020_5300131 	 + 	 CP000721 	 2136
RUF_3710931_3711129 	 + 	 CP000721 	 2812
RUF_4849740_4850463 	 - 	 CP000721 	 2813
RUF_268738_268855 	 + 	 CP000721 	 6185
RUF_838040_838283 	 + 	 CP000721 	 6186
RUF_40077_40334 	 + 	 CP000721 	 7198
RUF_284792_285176 	 + 	 CP000721 	 8683
RUF_4444653_4444785 	 + 	 CP000721 	 8684
RUF_277880_278088 	 + 	 CP000721 	 14091
RUF_1259865_1260134 	 + 	 AM180355 	 25
RUF_3081391_3081580 	 - 	 AM180355 	 30
RUF_1412471_1412596 	 + 	 AM180355 	 43
RUF_1412453_1412596 	 + 	 AM180355 	 44
RUF_98112_98243 	 + 	 AM180355 	 70
RUF_87368_87586 	 + 	 AM180355 	 91
RUF_4139382_4139418 	 + 	 AM180355 	 93
RUF_466362_466653 	 - 	 AM180355 	 99
RUF_1766775_1766903 	 + 	 AM180355 	 135
RUF_864864_865034 	 - 	 AM180355 	 136
RUF_3102225_3102564 	 - 	 AM180355 	 147
RUF_17750_17804 	 + 	 AM180355 	 162
RUF_466354_467032 	 + 	 AM180355 	 187
RUF_1766679_1766903 	 + 	 AM180355 	 228
RUF_83666_83740 	 + 	 AM180355 	 233
RUF_831958_832015 	 + 	 AM180355 	 235
RUF_981079_981246 	 - 	 AM180355 	 237
RUF_981076_981246 	 + 	 AM180355 	 238
RUF_2518510_2518743 	 - 	 AM180355 	 267
RUF_4064159_4064229 	 + 	 AM180355 	 292
RUF_88088_88162 	 + 	 AM180355 	 313
RUF_2516810_2517043 	 - 	 AM180355 	 336
RUF_180298_180570 	 + 	 AM180355 	 364
RUF_85100_85181 	 + 	 AM180355 	 365
RUF_180259_180592 	 + 	 AM180355 	 389
RUF_102373_102483 	 + 	 AM180355 	 412
RUF_2821825_2821989 	 + 	 AM180355 	 439
RUF_98705_98770 	 + 	 AM180355 	 448
RUF_1333792_1333893 	 + 	 AM180355 	 465
RUF_75063_75108 	 + 	 AM180355 	 480
RUF_102790_102883 	 + 	 AM180355 	 487
RUF_1760894_1761141 	 - 	 AM180355 	 488
RUF_86611_86667 	 + 	 AM180355 	 498
RUF_4274315_4274371 	 + 	 AM180355 	 504
RUF_97487_97687 	 + 	 AM180355 	 636
RUF_897402_897553 	 + 	 AM180355 	 648
RUF_619001_619228 	 + 	 AM180355 	 658
RUF_1335188_1335298 	 + 	 AM180355 	 734
RUF_1251683_1251771 	 + 	 AM180355 	 799
RUF_1361158_1361232 	 + 	 AM180355 	 804
RUF_72924_73283 	 + 	 AM180355 	 810
RUF_1030347_1030461 	 + 	 AM180355 	 824
RUF_3800670_3800921 	 + 	 AM180355 	 825
RUF_236661_236791 	 + 	 AM180355 	 841
RUF_962613_962700 	 + 	 AM180355 	 842
RUF_2901721_2901817 	 + 	 AM180355 	 853
RUF_1457769_1457835 	 + 	 AM180355 	 862
RUF_1354005_1354131 	 + 	 AM180355 	 910
RUF_4275719_4275822 	 + 	 AM180355 	 1079
RUF_391201_391384 	 + 	 AM180355 	 1092
RUF_4289997_4290248 	 + 	 AM180355 	 1239
RUF_2735113_2735261 	 + 	 AM180355 	 1309
RUF_1356810_1356875 	 + 	 AM180355 	 1334
RUF_3027650_3028156 	 - 	 AM180355 	 1335
RUF_4085013_4085103 	 + 	 AM180355 	 1422
RUF_1486468_1486523 	 + 	 AM180355 	 1454
RUF_3303273_3303374 	 + 	 AM180355 	 1455
RUF_1343069_1343107 	 + 	 AM180355 	 1484
RUF_4063794_4063900 	 + 	 AM180355 	 1485
RUF_130443_130526 	 + 	 AM180355 	 1568
RUF_3035164_3035193 	 - 	 AM180355 	 1569
RUF_31282_31374 	 + 	 AM180355 	 1570
RUF_1250740_1250839 	 + 	 AM180355 	 1744
RUF_4282126_4282218 	 + 	 AM180355 	 1745
RUF_1448206_1448299 	 + 	 AM180355 	 1870
RUF_49209_49290 	 + 	 AM180355 	 1911
RUF_76943_76999 	 + 	 AM180355 	 2027
RUF_1361115_1361217 	 + 	 AM180355 	 2203
RUF_1348594_1348686 	 + 	 AM180355 	 2480
RUF_1760814_1761142 	 + 	 AM180355 	 2577
RUF_2270586_2270636 	 + 	 AM180355 	 3056
RUF_2500484_2500592 	 + 	 AM180355 	 3218
RUF_38461_38524 	 + 	 AM180355 	 3385
RUF_48005_48085 	 + 	 AM180355 	 3569
RUF_102107_102154 	 + 	 AM180355 	 3968
RUF_20173_20391 	 + 	 AM180355 	 3969
RUF_4285806_4285853 	 + 	 AM180355 	 4213
RUF_1364133_1364205 	 + 	 AM180355 	 4479
RUF_174219_174392 	 + 	 AM180355 	 4480
RUF_1963098_1963249 	 + 	 AM180355 	 4481
RUF_4109636_4109793 	 + 	 AM180355 	 4482
RUF_4216802_4216928 	 + 	 AM180355 	 4483
RUF_1159865_1160106 	 + 	 AM180355 	 4772
RUF_137981_138028 	 + 	 AM180355 	 4773
RUF_1028374_1028482 	 + 	 AM180355 	 5121
RUF_1851175_1851578 	 + 	 AM180355 	 5520
RUF_2025820_2026037 	 + 	 AM180355 	 5973
RUF_84921_84959 	 + 	 AM180355 	 5974
RUF_3015607_3015838 	 + 	 AM180355 	 5975
RUF_864860_865180 	 + 	 AM180355 	 7145
RUF_122676_122768 	 + 	 AM180355 	 7815
RUF_61493_61666 	 + 	 AM180355 	 7816
RUF_1259785_1260264 	 + 	 AM180355 	 9536
RUF_57043_57486 	 + 	 AM180355 	 13814
RUF_63414_63803 	 + 	 AM180355 	 16009
RUF_4517517_4517570 	 + 	 CP000800 	 35
RUF_3772361_3772430 	 + 	 CP000800 	 128
RUF_1925568_1925916 	 + 	 CP000800 	 156
RUF_3786034_3786106 	 + 	 CP000800 	 163
RUF_1926349_1926462 	 + 	 CP000800 	 175
RUF_4516607_4517021 	 + 	 CP000800 	 214
RUF_1430886_1431076 	 + 	 CP000800 	 234
RUF_1765871_1766061 	 + 	 CP000800 	 250
RUF_1352645_1352797 	 + 	 CP000800 	 294
RUF_3788786_3788884 	 + 	 CP000800 	 301
RUF_898267_898474 	 + 	 CP000800 	 303
RUF_1098712_1098868 	 + 	 CP000800 	 308
RUF_4454567_4454711 	 + 	 CP000800 	 310
RUF_4512853_4512969 	 + 	 CP000800 	 324
RUF_4978271_4978368 	 + 	 CP000800 	 338
RUF_1224744_1225051 	 + 	 CP000800 	 359
RUF_24291_24395 	 + 	 CP000800 	 384
RUF_200988_201111 	 + 	 CP000800 	 390
RUF_3788219_3788317 	 + 	 CP000800 	 395
RUF_3758574_3758721 	 + 	 CP000800 	 396
RUF_1228833_1229045 	 + 	 CP000800 	 405
RUF_4734075_4734162 	 + 	 CP000800 	 410
RUF_4732325_4732412 	 + 	 CP000800 	 430
RUF_4127608_4127826 	 + 	 CP000800 	 440
RUF_106932_106994 	 + 	 CP000800 	 441
RUF_4951398_4951472 	 + 	 CP000800 	 459
RUF_4512580_4512698 	 + 	 CP000800 	 493
RUF_191227_191486 	 + 	 CP000800 	 542
RUF_2128877_2128927 	 + 	 CP000800 	 562
RUF_4360639_4360929 	 + 	 CP000800 	 578
RUF_3274930_3275146 	 + 	 CP000800 	 582
RUF_4259063_4259190 	 + 	 CP000800 	 593
RUF_1212019_1212158 	 + 	 CP000800 	 676
RUF_2879070_2879243 	 + 	 CP000800 	 706
RUF_4287469_4287601 	 + 	 CP000800 	 733
RUF_4240156_4240208 	 + 	 CP000800 	 792
RUF_4537118_4537306 	 + 	 CP000800 	 831
RUF_2979638_2979874 	 + 	 CP000800 	 931
RUF_2880783_2881050 	 + 	 CP000800 	 959
RUF_4242779_4242842 	 + 	 CP000800 	 1074
RUF_3069264_3069480 	 + 	 U00096 	 9
RUF_4126416_4126694 	 + 	 U00096 	 77
RUF_1112735_1112801 	 + 	 U00096 	 82
RUF_2875638_2876590 	 + 	 U00096 	 128
RUF_4178514_4178582 	 + 	 U00096 	 147
RUF_3451290_3451529 	 + 	 U00096 	 180
RUF_3472101_3472199 	 + 	 U00096 	 194
RUF_4177604_4178018 	 + 	 U00096 	 211
RUF_3469349_3469421 	 + 	 U00096 	 262
RUF_2748080_2748136 	 + 	 U00096 	 297
RUF_4245920_4245993 	 + 	 U00096 	 325
RUF_596194_596353 	 + 	 U00096 	 344
RUF_3039090_3039334 	 + 	 U00096 	 346
RUF_1019269_1019476 	 + 	 U00096 	 365
RUF_3440570_3440639 	 + 	 U00096 	 366
RUF_1798021_1798119 	 + 	 U00096 	 420
RUF_1797771_1797825 	 + 	 U00096 	 427
RUF_3886530_3886752 	 + 	 U00096 	 431
RUF_952775_952831 	 + 	 U00096 	 432
RUF_4261103_4261270 	 + 	 U00096 	 463
RUF_738074_738223 	 + 	 U00096 	 468
RUF_2588728_2588828 	 + 	 U00096 	 471
RUF_4623884_4623934 	 + 	 U00096 	 473
RUF_3935189_3935316 	 + 	 U00096 	 485
RUF_2414911_2415102 	 + 	 U00096 	 501
RUF_3264048_3264148 	 + 	 U00096 	 502
RUF_2175224_2175429 	 + 	 U00096 	 611
RUF_961105_961217 	 + 	 U00096 	 640
RUF_1146761_1146843 	 + 	 U00096 	 670
RUF_802541_802725 	 + 	 U00096 	 691
RUF_1150625_1150837 	 + 	 U00096 	 774
RUF_3446169_3446335 	 + 	 U00096 	 795
RUF_4164306_4164681 	 + 	 U00096 	 897
RUF_3376671_3376891 	 + 	 U00096 	 903
RUF_4033174_4033553 	 + 	 U00096 	 904
RUF_460464_460674 	 + 	 U00096 	 1034
RUF_223406_223770 	 + 	 U00096 	 1146
RUF_3939348_3939830 	 + 	 U00096 	 1503
RUF_962898_963062 	 + 	 U00096 	 1729
RUF_3472572_3472699 	 + 	 U00096 	 2506
RUF_4198115_4198303 	 + 	 U00096 	 3609
RUF_3931237_3931381 	 + 	 U00096 	 17322
RUF_1410438_1410575 	 + 	 CP000249 	 32
RUF_548147_548257 	 + 	 CP000249 	 35
RUF_5197015_5197167 	 + 	 CP000249 	 50
RUF_810412_810517 	 + 	 CP000249 	 55
RUF_1271456_1271588 	 - 	 CP000249 	 56
RUF_5340751_5340877 	 + 	 CP000249 	 81
RUF_5256732_5256900 	 + 	 CP000249 	 83
RUF_4446789_4447392 	 - 	 CP000249 	 84
RUF_889108_889294 	 + 	 CP000249 	 86
RUF_2422730_2422886 	 + 	 CP000249 	 87
RUF_1798477_1798606 	 + 	 CP000249 	 88
RUF_3847966_3848362 	 - 	 CP000249 	 133
RUF_2552941_2553153 	 + 	 CP000249 	 134
RUF_4797940_4798189 	 - 	 CP000249 	 610
RUF_1470879_1471014 	 - 	 AE000511 	 13
RUF_1008391_1008462 	 + 	 AE000511 	 17
RUF_1278192_1278309 	 - 	 AE000511 	 35
RUF_860273_860356 	 - 	 AE000511 	 55
RUF_1227439_1227530 	 - 	 AE000511 	 71
RUF_448247_448391 	 + 	 AE000511 	 74
RUF_568287_568557 	 - 	 AE000511 	 79
RUF_1006530_1006664 	 + 	 AE000511 	 81
RUF_1540580_1540696 	 - 	 AE000511 	 83
RUF_1640326_1640455 	 - 	 AE000511 	 84
RUF_241083_241192 	 + 	 AE000511 	 91
RUF_1199651_1199763 	 - 	 AE000511 	 94
RUF_444943_445231 	 + 	 AE000511 	 96
RUF_1351583_1351730 	 - 	 AE000511 	 102
RUF_1427602_1427687 	 - 	 AE000511 	 106
RUF_595499_595601 	 - 	 AE000511 	 107
RUF_439166_439283 	 + 	 AE000511 	 110
RUF_1482857_1482974 	 - 	 AE000511 	 112
RUF_97062_97251 	 + 	 AE000511 	 115
RUF_1580192_1580321 	 + 	 AE000511 	 123
RUF_1034648_1034747 	 + 	 AE000511 	 139
RUF_240146_240245 	 - 	 AE000511 	 145
RUF_1209411_1209645 	 + 	 AE000511 	 219
RUF_1644981_1645223 	 + 	 AE000511 	 221
RUF_1394945_1395155 	 + 	 AE000511 	 222
RUF_1282387_1282578 	 + 	 AE000511 	 246
RUF_816171_816360 	 - 	 AE000511 	 250
RUF_1398771_1399035 	 + 	 AE000511 	 292
RUF_1245506_1245963 	 - 	 AE000511 	 304
RUF_938188_938414 	 + 	 AE000511 	 310
RUF_255394_255584 	 + 	 AE000511 	 397
RUF_1398841_1399030 	 + 	 AE000511 	 461
RUF_1365213_1365400 	 + 	 AE000511 	 684
RUF_1508255_1508464 	 - 	 AE000511 	 877
RUF_240254_240587 	 + 	 AE000511 	 881
RUF_77954_78089 	 - 	 AE000511 	 2426
RUF_1653767_1653856 	 - 	 AE000511 	 2576
RUF_1584291_1584446 	 + 	 AE000511 	 2655
RUF_1564415_1564520 	 - 	 AE000511 	 2859
RUF_920356_920416 	 - 	 AE000511 	 3661
RUF_259972_260116 	 + 	 CP000947 	 18
RUF_764379_764480 	 + 	 CP000947 	 57
RUF_2244006_2244092 	 + 	 CP000947 	 242
RUF_178824_178879 	 + 	 CP000947 	 286
RUF_29447_29732 	 + 	 CP000947 	 300
RUF_1022323_1022473 	 + 	 CP000947 	 330
RUF_318131_318443 	 + 	 CP000947 	 335
RUF_873144_873212 	 + 	 CP000947 	 352
RUF_1536898_1536970 	 + 	 CP000947 	 415
RUF_1656617_1656682 	 + 	 CP000947 	 469
RUF_28176_28326 	 + 	 CP000947 	 492
RUF_2241824_2241993 	 + 	 CP000947 	 533
RUF_1846290_1846732 	 + 	 CP000947 	 559
RUF_1021925_1022078 	 + 	 CP000947 	 730
RUF_1985060_1985114 	 + 	 CP000947 	 763
RUF_1013707_1014767 	 + 	 CP000947 	 791
RUF_701219_701381 	 + 	 CP000947 	 823
RUF_1031681_1032327 	 + 	 CP000947 	 977
RUF_2240513_2240578 	 + 	 CP000947 	 1049
RUF_754235_754403 	 + 	 CP000947 	 1050
RUF_1974455_1974825 	 + 	 CP000947 	 1121
RUF_1972598_1972852 	 + 	 CP000947 	 1361
RUF_1301272_1301350 	 + 	 CP000947 	 1478
RUF_1994282_1994381 	 + 	 CP000947 	 1479
RUF_771573_771837 	 + 	 CP000947 	 1532
RUF_607734_607787 	 + 	 CP000947 	 1668
RUF_56620_56724 	 + 	 CP000947 	 1826
RUF_1007928_1008590 	 + 	 CP000947 	 1907
RUF_2210054_2210317 	 + 	 CP000947 	 1908
RUF_261312_262157 	 + 	 CP000947 	 2529
RUF_734328_734416 	 + 	 CP000947 	 2917
RUF_1467905_1468072 	 + 	 CP000947 	 3357
RUF_1874324_1874604 	 + 	 CP000947 	 3702
RUF_1942399_1942616 	 + 	 CP000947 	 3703
RUF_471830_471937 	 + 	 CP000947 	 5237
RUF_1031118_1031494 	 + 	 CP000947 	 5756
RUF_1927592_1928342 	 + 	 CP000947 	 6008
RUF_2218073_2218271 	 + 	 CP000947 	 6563
RUF_851440_851719 	 + 	 CP000947 	 6564
RUF_795075_795246 	 - 	 CP000816 	 14
RUF_617415_617531 	 + 	 CP000816 	 16
RUF_1066717_1066898 	 + 	 CP000816 	 61
RUF_1266696_1266816 	 - 	 CP000816 	 62
RUF_1_142 	 - 	 CP000816 	 77
RUF_405543_405720 	 + 	 CP000816 	 78
RUF_1000655_1000815 	 + 	 CP000816 	 87
RUF_169353_169799 	 + 	 CP000816 	 102
RUF_1296273_1296514 	 + 	 CP000816 	 119
RUF_881753_881931 	 - 	 CP000816 	 165
RUF_734261_734505 	 + 	 CP000816 	 345
RUF_394729_394802 	 - 	 CP003200 	 44
RUF_4650873_4650987 	 + 	 CP003200 	 45
RUF_4037337_4037557 	 - 	 CP003200 	 52
RUF_4746051_4746145 	 - 	 CP003200 	 86
RUF_4860168_4860387 	 - 	 CP003200 	 94
RUF_3160660_3160856 	 - 	 CP003200 	 165
RUF_4086863_4086970 	 - 	 CP003200 	 174
RUF_3159575_3160017 	 - 	 CP003200 	 202
RUF_4636995_4637084 	 - 	 CP003200 	 207
RUF_4726877_4727051 	 - 	 CP003200 	 212
RUF_4859473_4859732 	 - 	 CP003200 	 294
RUF_1196490_1196707 	 + 	 CP003200 	 311
RUF_1846320_1846617 	 + 	 CP003200 	 320
RUF_4881054_4881128 	 - 	 CP003200 	 345
RUF_1732443_1732603 	 + 	 CP003200 	 346
RUF_4873856_4873924 	 - 	 CP003200 	 382
RUF_867205_867382 	 + 	 CP003200 	 432
RUF_3344025_3344096 	 - 	 CP003200 	 433
RUF_1648795_1648914 	 + 	 CP003200 	 449
RUF_1932897_1933186 	 + 	 CP003200 	 852
RUF_3838233_3838497 	 + 	 CP003200 	 862
RUF_129236_129417 	 + 	 CP003200 	 3395
RUF_3908460_3908780 	 - 	 CP003200 	 3587
RUF_5266449_5266648 	 - 	 CP003200 	 7354
RUF_80859_81032 	 + 	 AE017354 	 74
RUF_2558031_2558081 	 + 	 AE017354 	 78
RUF_72674_72781 	 + 	 AE017354 	 93
RUF_365270_365324 	 + 	 AE017354 	 120
RUF_3064806_3065044 	 + 	 AE017354 	 170
RUF_1478050_1478134 	 + 	 AE017354 	 218
RUF_2080005_2080111 	 + 	 AE017354 	 235
RUF_2594083_2594147 	 + 	 AE017354 	 257
RUF_539693_539775 	 + 	 AE017354 	 341
RUF_3065432_3065605 	 + 	 AE017354 	 356
RUF_1333884_1334395 	 + 	 AE017354 	 376
RUF_2593420_2593762 	 + 	 AE017354 	 390
RUF_368944_369118 	 + 	 AE017354 	 424
RUF_385650_385873 	 + 	 AE017354 	 438
RUF_2099288_2099346 	 + 	 AE017354 	 442
RUF_366623_366684 	 + 	 AE017354 	 448
RUF_3380170_3380223 	 + 	 AE017354 	 471
RUF_2663499_2663703 	 + 	 AE017354 	 485
RUF_1344328_1344443 	 + 	 AE017354 	 503
RUF_365019_365093 	 + 	 AE017354 	 546
RUF_2590887_2590949 	 + 	 AE017354 	 608
RUF_364838_364945 	 + 	 AE017354 	 668
RUF_465888_465997 	 + 	 AE017354 	 669
RUF_491985_492129 	 + 	 AE017354 	 764
RUF_2593264_2593773 	 + 	 AE017354 	 771
RUF_3141700_3141772 	 + 	 AE017354 	 826
RUF_3068332_3068505 	 + 	 AE017354 	 977
RUF_895150_895553 	 + 	 AE017354 	 1127
RUF_413184_413498 	 + 	 AE017354 	 1143
RUF_600538_600718 	 + 	 AE017354 	 1171
RUF_2079445_2079538 	 + 	 AE017354 	 1416
RUF_3292177_3292395 	 + 	 AE017354 	 1652
RUF_3350906_3350980 	 + 	 AE017354 	 1709
RUF_6900_7270 	 + 	 AE017354 	 1800
RUF_466238_466346 	 + 	 AE017354 	 2177
RUF_370061_370154 	 + 	 AE017354 	 2255
RUF_3303386_3303691 	 + 	 AE017354 	 2320
RUF_2302860_2303372 	 + 	 AE017354 	 2672
RUF_2099440_2099485 	 + 	 AE017354 	 3260
RUF_609762_609837 	 + 	 AE017354 	 3403
