#RUF_ID	Strand	EMBLAccession	ExpressionRank
RUF_131439_131497 	 + 	 AE017225 	 5
RUF_1030347_1030461 	 + 	 AM180355 	 286
RUF_3800670_3800921 	 + 	 AM180355 	 287
RUF_236661_236791 	 + 	 AM180355 	 291
RUF_962613_962700 	 + 	 AM180355 	 292
RUF_2901721_2901817 	 + 	 AM180355 	 294
RUF_1457769_1457835 	 + 	 AM180355 	 299
RUF_1354005_1354131 	 + 	 AM180355 	 320
RUF_4275719_4275822 	 + 	 AM180355 	 373
RUF_391201_391384 	 + 	 AM180355 	 378
RUF_4289997_4290248 	 + 	 AM180355 	 425
RUF_2735113_2735261 	 + 	 AM180355 	 446
RUF_1356810_1356875 	 + 	 AM180355 	 458
RUF_3027650_3028156 	 - 	 AM180355 	 459
RUF_4085013_4085103 	 + 	 AM180355 	 488
RUF_1486468_1486523 	 + 	 AM180355 	 499
RUF_3303273_3303374 	 + 	 AM180355 	 500
RUF_1343069_1343107 	 + 	 AM180355 	 510
RUF_4063794_4063900 	 + 	 AM180355 	 511
RUF_130443_130526 	 + 	 AM180355 	 533
RUF_3035164_3035193 	 - 	 AM180355 	 534
RUF_31282_31374 	 + 	 AM180355 	 535
RUF_31289_31374 	 + 	 AM180355 	 547
RUF_1250740_1250839 	 + 	 AM180355 	 603
RUF_4282126_4282218 	 + 	 AM180355 	 604
RUF_1448206_1448299 	 + 	 AM180355 	 642
RUF_49209_49290 	 + 	 AM180355 	 654
RUF_76943_76999 	 + 	 AM180355 	 691
RUF_1361115_1361217 	 + 	 AM180355 	 753
RUF_1348594_1348686 	 + 	 AM180355 	 829
RUF_1760814_1761142 	 + 	 AM180355 	 865
RUF_2270586_2270636 	 + 	 AM180355 	 1023
RUF_2500484_2500592 	 + 	 AM180355 	 1076
RUF_38461_38524 	 + 	 AM180355 	 1141
RUF_48005_48085 	 + 	 AM180355 	 1210
RUF_102107_102154 	 + 	 AM180355 	 1347
RUF_20173_20391 	 + 	 AM180355 	 1348
RUF_4285806_4285853 	 + 	 AM180355 	 1432
RUF_1364133_1364205 	 + 	 AM180355 	 1520
RUF_174219_174392 	 + 	 AM180355 	 1521
RUF_1963098_1963249 	 + 	 AM180355 	 1522
RUF_4109636_4109793 	 + 	 AM180355 	 1523
RUF_4216802_4216928 	 + 	 AM180355 	 1524
RUF_1159865_1160106 	 + 	 AM180355 	 1629
RUF_137981_138028 	 + 	 AM180355 	 1630
RUF_1028374_1028482 	 + 	 AM180355 	 1744
RUF_1851175_1851578 	 + 	 AM180355 	 1882
RUF_2025820_2026037 	 + 	 AM180355 	 2035
RUF_84921_84959 	 + 	 AM180355 	 2036
RUF_864860_865180 	 + 	 AM180355 	 2437
RUF_122676_122768 	 + 	 AM180355 	 2653
RUF_61493_61666 	 + 	 AM180355 	 2654
RUF_1259785_1260264 	 + 	 AM180355 	 3232
RUF_57043_57486 	 + 	 AM180355 	 4453
RUF_63414_63803 	 + 	 AM180355 	 5036
RUF_4517517_4517570 	 + 	 CP000800 	 11
RUF_3772361_3772430 	 + 	 CP000800 	 19
RUF_1925568_1925916 	 + 	 CP000800 	 23
RUF_3786034_3786106 	 + 	 CP000800 	 24
RUF_1926349_1926462 	 + 	 CP000800 	 26
RUF_4516607_4517021 	 + 	 CP000800 	 29
RUF_1430886_1431076 	 + 	 CP000800 	 31
RUF_1765871_1766061 	 + 	 CP000800 	 32
RUF_1352645_1352797 	 + 	 CP000800 	 39
RUF_3788786_3788884 	 + 	 CP000800 	 40
RUF_898267_898474 	 + 	 CP000800 	 41
RUF_1098712_1098868 	 + 	 CP000800 	 43
RUF_4454567_4454711 	 + 	 CP000800 	 45
RUF_4512853_4512969 	 + 	 CP000800 	 48
RUF_4978271_4978368 	 + 	 CP000800 	 49
RUF_1224744_1225051 	 + 	 CP000800 	 55
RUF_24291_24395 	 + 	 CP000800 	 58
RUF_200988_201111 	 + 	 CP000800 	 60
RUF_3788219_3788317 	 + 	 CP000800 	 63
RUF_3758574_3758721 	 + 	 CP000800 	 64
RUF_1228833_1229045 	 + 	 CP000800 	 65
RUF_4734075_4734162 	 + 	 CP000800 	 66
RUF_4732325_4732412 	 + 	 CP000800 	 69
RUF_4127608_4127826 	 + 	 CP000800 	 70
RUF_106932_106994 	 + 	 CP000800 	 71
RUF_4951398_4951472 	 + 	 CP000800 	 72
RUF_4512580_4512698 	 + 	 CP000800 	 74
RUF_191227_191486 	 + 	 CP000800 	 80
RUF_2128877_2128927 	 + 	 CP000800 	 84
RUF_4360639_4360929 	 + 	 CP000800 	 88
RUF_3274930_3275146 	 + 	 CP000800 	 89
RUF_4259063_4259190 	 + 	 CP000800 	 90
RUF_1212019_1212158 	 + 	 CP000800 	 93
RUF_2879070_2879243 	 + 	 CP000800 	 95
RUF_4287469_4287601 	 + 	 CP000800 	 99
RUF_4240156_4240208 	 + 	 CP000800 	 101
RUF_4537118_4537306 	 + 	 CP000800 	 102
RUF_2979638_2979874 	 + 	 CP000800 	 107
RUF_2880783_2881050 	 + 	 CP000800 	 113
RUF_4242779_4242842 	 + 	 CP000800 	 121
RUF_3069264_3069480 	 + 	 U00096 	 1
RUF_4126416_4126694 	 + 	 U00096 	 19
RUF_1112735_1112801 	 + 	 U00096 	 20
RUF_2875638_2876590 	 + 	 U00096 	 39
RUF_4178514_4178582 	 + 	 U00096 	 46
RUF_3451290_3451529 	 + 	 U00096 	 63
RUF_3472101_3472199 	 + 	 U00096 	 68
RUF_4177604_4178018 	 + 	 U00096 	 77
RUF_3469349_3469421 	 + 	 U00096 	 98
RUF_2748080_2748136 	 + 	 U00096 	 116
RUF_4245920_4245993 	 + 	 U00096 	 125
RUF_596194_596353 	 + 	 U00096 	 134
RUF_3039090_3039334 	 + 	 U00096 	 135
RUF_1019269_1019476 	 + 	 U00096 	 140
RUF_3440570_3440639 	 + 	 U00096 	 141
RUF_1798021_1798119 	 + 	 U00096 	 158
RUF_1797771_1797825 	 + 	 U00096 	 159
RUF_3886530_3886752 	 + 	 U00096 	 162
RUF_952775_952831 	 + 	 U00096 	 163
RUF_4261103_4261270 	 + 	 U00096 	 172
RUF_738074_738223 	 + 	 U00096 	 174
RUF_2588728_2588828 	 + 	 U00096 	 176
RUF_4623884_4623934 	 + 	 U00096 	 178
RUF_3935189_3935316 	 + 	 U00096 	 181
RUF_2414911_2415102 	 + 	 U00096 	 188
RUF_3264048_3264148 	 + 	 U00096 	 189
RUF_2175224_2175429 	 + 	 U00096 	 223
RUF_961105_961217 	 + 	 U00096 	 234
RUF_1146761_1146843 	 + 	 U00096 	 247
RUF_802541_802725 	 + 	 U00096 	 257
RUF_1150625_1150837 	 + 	 U00096 	 296
RUF_3446169_3446335 	 + 	 U00096 	 309
RUF_4164306_4164681 	 + 	 U00096 	 351
RUF_3376671_3376891 	 + 	 U00096 	 353
RUF_4033174_4033553 	 + 	 U00096 	 354
RUF_460464_460674 	 + 	 U00096 	 394
RUF_223406_223770 	 + 	 U00096 	 440
RUF_3939348_3939830 	 + 	 U00096 	 588
RUF_962898_963062 	 + 	 U00096 	 677
RUF_3472572_3472699 	 + 	 U00096 	 960
RUF_4198115_4198303 	 + 	 U00096 	 1356
RUF_3931237_3931381 	 + 	 U00096 	 5884
RUF_259972_260116 	 + 	 CP000947 	 12
RUF_764379_764480 	 + 	 CP000947 	 29
RUF_2244006_2244092 	 + 	 CP000947 	 127
RUF_178824_178879 	 + 	 CP000947 	 142
RUF_29447_29732 	 + 	 CP000947 	 151
RUF_1022323_1022473 	 + 	 CP000947 	 164
RUF_318131_318443 	 + 	 CP000947 	 165
RUF_873144_873212 	 + 	 CP000947 	 171
RUF_1536898_1536970 	 + 	 CP000947 	 192
RUF_1656617_1656682 	 + 	 CP000947 	 213
RUF_28176_28326 	 + 	 CP000947 	 220
RUF_2241824_2241993 	 + 	 CP000947 	 231
RUF_1846290_1846732 	 + 	 CP000947 	 236
RUF_1021925_1022078 	 + 	 CP000947 	 297
RUF_1985060_1985114 	 + 	 CP000947 	 310
RUF_1013707_1014767 	 + 	 CP000947 	 316
RUF_701219_701381 	 + 	 CP000947 	 327
RUF_1031681_1032327 	 + 	 CP000947 	 383
RUF_2240513_2240578 	 + 	 CP000947 	 401
RUF_754235_754403 	 + 	 CP000947 	 402
RUF_1974455_1974825 	 + 	 CP000947 	 426
RUF_1972598_1972852 	 + 	 CP000947 	 519
RUF_1301272_1301350 	 + 	 CP000947 	 562
RUF_1994282_1994381 	 + 	 CP000947 	 563
RUF_771573_771837 	 + 	 CP000947 	 575
RUF_607734_607787 	 + 	 CP000947 	 625
RUF_56620_56724 	 + 	 CP000947 	 677
RUF_1007928_1008590 	 + 	 CP000947 	 701
RUF_2210054_2210317 	 + 	 CP000947 	 702
RUF_261312_262157 	 + 	 CP000947 	 946
RUF_734328_734416 	 + 	 CP000947 	 1080
RUF_1467905_1468072 	 + 	 CP000947 	 1249
RUF_1874324_1874604 	 + 	 CP000947 	 1392
RUF_1942399_1942616 	 + 	 CP000947 	 1393
RUF_471830_471937 	 + 	 CP000947 	 1988
RUF_1031118_1031494 	 + 	 CP000947 	 2173
RUF_1927592_1928342 	 + 	 CP000947 	 2260
RUF_2218073_2218271 	 + 	 CP000947 	 2430
RUF_851440_851719 	 + 	 CP000947 	 2431
RUF_80859_81032 	 + 	 AE017354 	 16
RUF_2558031_2558081 	 + 	 AE017354 	 18
RUF_72674_72781 	 + 	 AE017354 	 27
RUF_365270_365324 	 + 	 AE017354 	 37
RUF_3064806_3065044 	 + 	 AE017354 	 54
RUF_1478050_1478134 	 + 	 AE017354 	 76
RUF_2080005_2080111 	 + 	 AE017354 	 84
RUF_2594083_2594147 	 + 	 AE017354 	 87
RUF_539693_539775 	 + 	 AE017354 	 121
RUF_3065432_3065605 	 + 	 AE017354 	 130
RUF_1333884_1334395 	 + 	 AE017354 	 140
RUF_2593420_2593762 	 + 	 AE017354 	 147
RUF_368944_369118 	 + 	 AE017354 	 161
RUF_385650_385873 	 + 	 AE017354 	 170
RUF_2099288_2099346 	 + 	 AE017354 	 172
RUF_366623_366684 	 + 	 AE017354 	 176
RUF_3380170_3380223 	 + 	 AE017354 	 186
RUF_2663499_2663703 	 + 	 AE017354 	 190
RUF_1344328_1344443 	 + 	 AE017354 	 200
RUF_365019_365093 	 + 	 AE017354 	 215
RUF_2590887_2590949 	 + 	 AE017354 	 242
RUF_364838_364945 	 + 	 AE017354 	 264
RUF_465888_465997 	 + 	 AE017354 	 265
RUF_491985_492129 	 + 	 AE017354 	 298
RUF_2593264_2593773 	 + 	 AE017354 	 300
RUF_3141700_3141772 	 + 	 AE017354 	 321
RUF_3068332_3068505 	 + 	 AE017354 	 373
RUF_895150_895553 	 + 	 AE017354 	 429
RUF_413184_413498 	 + 	 AE017354 	 437
RUF_600538_600718 	 + 	 AE017354 	 451
RUF_2079445_2079538 	 + 	 AE017354 	 530
RUF_3292177_3292395 	 + 	 AE017354 	 608
RUF_3350906_3350980 	 + 	 AE017354 	 628
RUF_6900_7270 	 + 	 AE017354 	 667
RUF_466238_466346 	 + 	 AE017354 	 807
RUF_370061_370154 	 + 	 AE017354 	 830
RUF_3303386_3303691 	 + 	 AE017354 	 856
RUF_2302860_2303372 	 + 	 AE017354 	 981
RUF_2099440_2099485 	 + 	 AE017354 	 1183
RUF_609762_609837 	 + 	 AE017354 	 1243
RUF_807220_807399 	 + 	 AE017354 	 1403
RUF_361402_361477 	 + 	 AE017354 	 1463
RUF_2013489_2014052 	 + 	 AE017354 	 1591
RUF_1869659_1870227 	 + 	 AE017354 	 1715
RUF_1299161_1300273 	 + 	 AE017354 	 2325
RUF_3294671_3294815 	 + 	 AE017354 	 3103
RUF_515790_516060 	 + 	 CP000678 	 10
RUF_332995_333326 	 + 	 CP000678 	 11
RUF_519527_520013 	 + 	 CP000678 	 12
RUF_333398_333480 	 + 	 CP000678 	 13
RUF_647403_647476 	 + 	 CP000678 	 14
RUF_329870_330028 	 + 	 CP000678 	 15
RUF_516411_516560 	 + 	 CP000678 	 16
RUF_603955_604113 	 + 	 CP000678 	 17
RUF_602211_602281 	 + 	 CP000678 	 18
RUF_1050048_1050310 	 + 	 CP000678 	 20
RUF_181903_181984 	 + 	 CP000678 	 21
RUF_859185_859257 	 + 	 CP000678 	 22
RUF_1015871_1015955 	 + 	 CP000678 	 23
RUF_1454738_1454935 	 + 	 CP000678 	 24
RUF_366864_367504 	 + 	 CP000678 	 25
RUF_1599690_1599766 	 + 	 CP000678 	 26
RUF_191068_191237 	 + 	 CP000678 	 27
RUF_182235_182379 	 + 	 CP000678 	 28
RUF_878387_878533 	 + 	 CP000678 	 30
RUF_1373106_1373156 	 + 	 CP000678 	 31
RUF_561274_561508 	 + 	 CP000678 	 32
RUF_1455377_1455470 	 + 	 CP000678 	 33
RUF_420257_420312 	 + 	 CP000678 	 34
RUF_744891_745010 	 + 	 CP000678 	 35
RUF_732089_732141 	 + 	 CP000678 	 38
RUF_679686_679793 	 + 	 CP000678 	 39
RUF_1397468_1397598 	 + 	 CP000678 	 40
RUF_564048_564708 	 + 	 CP000678 	 44
RUF_722575_722914 	 + 	 CP000678 	 45
RUF_1059585_1059827 	 + 	 CP000678 	 46
RUF_713263_713391 	 + 	 CP000678 	 47
RUF_516230_516294 	 + 	 CP000678 	 48
RUF_924001_924080 	 + 	 CP000678 	 51
RUF_1374373_1374490 	 + 	 CP000678 	 52
RUF_1034892_1034987 	 + 	 CP000678 	 57
RUF_785702_785840 	 + 	 CP000678 	 59
RUF_359950_360320 	 + 	 CP000678 	 60
RUF_7765_7975 	 + 	 CP000678 	 64
RUF_459764_459973 	 + 	 CP000678 	 66
RUF_27095_27313 	 + 	 CP000678 	 68
RUF_765524_765869 	 + 	 CP000678 	 69
RUF_185321_185434 	 + 	 CP000678 	 70
RUF_475881_476062 	 + 	 CP002382 	 6
RUF_889809_890005 	 + 	 CP002382 	 11
RUF_2142581_2142647 	 + 	 CP002382 	 19
RUF_473511_474077 	 + 	 CP002382 	 25
RUF_1461014_1461125 	 + 	 CP002382 	 27
RUF_1878245_1878301 	 + 	 CP002382 	 34
RUF_1786503_1786748 	 + 	 CP002382 	 35
RUF_1503796_1503882 	 + 	 CP002382 	 41
RUF_1149800_1150136 	 + 	 CP002382 	 55
RUF_2134476_2134526 	 + 	 CP002382 	 56
RUF_765782_765936 	 + 	 CP002382 	 60
RUF_2137665_2137716 	 + 	 CP002382 	 63
RUF_1172788_1172842 	 + 	 CP002382 	 65
RUF_378076_378597 	 + 	 CP002382 	 71
RUF_2344084_2344150 	 + 	 CP002382 	 87
RUF_912145_912211 	 + 	 CP002382 	 90
RUF_1414893_1415056 	 + 	 CP002382 	 92
RUF_2461174_2461249 	 + 	 CP002382 	 98
RUF_1173065_1173139 	 + 	 CP002382 	 101
RUF_1651247_1651358 	 + 	 CP002382 	 105
RUF_1969689_1969765 	 + 	 CP002382 	 121
RUF_394132_394197 	 + 	 CP002382 	 126
RUF_151110_151206 	 + 	 CP002382 	 133
RUF_999794_999851 	 + 	 CP002382 	 134
RUF_2135786_2135841 	 + 	 CP002382 	 147
RUF_761631_761906 	 + 	 CP002382 	 148
RUF_2134116_2134190 	 + 	 CP002382 	 155
RUF_2126072_2126267 	 + 	 CP002382 	 159
RUF_1945274_1945489 	 + 	 CP002382 	 160
RUF_2313659_2313814 	 + 	 CP002382 	 165
RUF_1378094_1378280 	 + 	 CP002382 	 184
RUF_1511898_1511981 	 + 	 CP002382 	 214
RUF_478801_478936 	 + 	 CP002382 	 215
RUF_1487869_1487929 	 + 	 CP002382 	 261
RUF_1154606_1154965 	 + 	 CP002382 	 319
RUF_475560_475717 	 + 	 CP002382 	 320
RUF_1414391_1414688 	 + 	 CP002382 	 381
RUF_1652679_1653202 	 + 	 CP002382 	 382
RUF_1652694_1653218 	 + 	 CP002382 	 383
RUF_1486797_1486983 	 + 	 CP002382 	 577
RUF_34832_34998 	 + 	 CP002382 	 2269
RUF_119827_120056 	 + 	 U00089 	 9
RUF_784073_784140 	 + 	 U00089 	 20
RUF_271991_272048 	 + 	 U00089 	 30
RUF_195330_195874 	 + 	 U00089 	 35
RUF_604584_604896 	 + 	 U00089 	 36
RUF_469310_469373 	 + 	 U00089 	 38
RUF_661124_661186 	 + 	 U00089 	 39
RUF_787980_788140 	 + 	 U00089 	 47
RUF_351015_351065 	 + 	 U00089 	 75
RUF_813398_813467 	 + 	 U00089 	 89
RUF_262022_262128 	 + 	 U00089 	 104
RUF_592218_592397 	 + 	 U00089 	 143
RUF_481995_482284 	 + 	 U00089 	 175
RUF_789323_789409 	 + 	 U00089 	 185
RUF_597824_597899 	 + 	 U00089 	 238
RUF_757781_757869 	 + 	 U00089 	 239
RUF_385688_385836 	 + 	 U00089 	 253
RUF_483245_483528 	 + 	 U00089 	 254
RUF_250272_250325 	 + 	 U00089 	 274
RUF_207421_207703 	 + 	 U00089 	 312
RUF_651244_651394 	 + 	 U00089 	 313
RUF_703619_703796 	 + 	 U00089 	 342
RUF_392713_392909 	 + 	 U00089 	 415
RUF_413299_413430 	 + 	 U00089 	 416
RUF_420238_420292 	 + 	 U00089 	 452
RUF_453334_453421 	 + 	 U00089 	 453
RUF_784405_784488 	 + 	 U00089 	 454
RUF_217534_217629 	 + 	 U00089 	 519
RUF_141246_141381 	 + 	 U00089 	 1138
RUF_785652_785741 	 + 	 AE004969 	 11
RUF_1994807_1995171 	 + 	 AE004969 	 16
RUF_1828389_1828442 	 + 	 AE004969 	 18
RUF_1824176_1824235 	 + 	 AE004969 	 27
RUF_1808870_1808959 	 + 	 AE004969 	 30
RUF_388568_388661 	 + 	 AE004969 	 38
RUF_1795979_1796180 	 + 	 AE004969 	 49
RUF_299400_299548 	 + 	 AE004969 	 57
RUF_906812_906916 	 + 	 AE004969 	 70
RUF_1826091_1826193 	 + 	 AE004969 	 76
RUF_471642_471837 	 + 	 AE004969 	 78
RUF_454810_454892 	 + 	 AE004969 	 79
RUF_762724_762906 	 + 	 AE004969 	 84
RUF_1824733_1824963 	 + 	 AE004969 	 89
RUF_2072794_2072887 	 + 	 AE004969 	 97
RUF_2122650_2122708 	 + 	 AE004969 	 100
RUF_2138229_2138448 	 + 	 AE004969 	 122
RUF_1044285_1044446 	 + 	 AE004969 	 129
RUF_1801757_1801980 	 + 	 AE004969 	 132
RUF_621836_622049 	 + 	 AE004969 	 146
RUF_1609806_1610150 	 + 	 AE004969 	 171
RUF_1910085_1910546 	 + 	 AE004969 	 180
RUF_1372295_1372808 	 + 	 AE004969 	 181
RUF_894609_894871 	 + 	 AE004969 	 208
RUF_1003915_1004233 	 + 	 AE004969 	 269
RUF_900467_900580 	 + 	 AE004969 	 270
RUF_1552230_1552595 	 + 	 AE004969 	 277
RUF_1248800_1249110 	 + 	 AE004969 	 294
RUF_569205_569362 	 + 	 AE004969 	 318
RUF_1172519_1172726 	 + 	 AE004969 	 353
RUF_625868_625990 	 + 	 AE004969 	 360
RUF_163026_163143 	 + 	 AE004969 	 381
RUF_1389064_1389198 	 + 	 AE004969 	 404
RUF_1629233_1629572 	 + 	 AE004969 	 426
RUF_350631_350704 	 + 	 AE004969 	 510
RUF_334562_334759 	 + 	 AE004969 	 553
RUF_1881076_1881197 	 + 	 AE004969 	 1154
RUF_341338_341525 	 + 	 AE004969 	 1575
RUF_496767_497110 	 + 	 AE004969 	 1705
RUF_3608636_3609282 	 + 	 AM942759 	 1
